parent,child,mutual
nourishment,chicory escarole,0
nourishment,christmas pudding,0
nourishment,cider,0
nourishment,citrous fruit,0
nourishment,citrus fruit,0
nourishment,cocoa,0
nourishment,condiment,0
nourishment,confect,0
nourishment,confection,0
nourishment,cornmeal mush,0
nourishment,cusk,0
nourishment,cyder,0
nourishment,dairy product,0
nourishment,delicacy,0
nourishment,dessert,0
nourishment,diet,0
nourishment,dietary supplement,0
nourishment,dish,0
nourishment,drinking water,0
nourishment,edible bean,0
nourishment,edible fruit,0
nourishment,endive,0
nourishment,fish,0
nourishment,food product,0
nourishment,foodstuff,0
nourishment,fortified wine,0
nourishment,french pastry,0
nourishment,frozen dessert,0
nourishment,greens,0
nourishment,gumbo,0
nourishment,hand cheese,0
nourishment,hasty pudding,0
nourishment,hot cereal,0
nourishment,ice cream,0
nourishment,icecream,0
nourishment,julienne,0
nourishment,julienne vegetable,0
nourishment,kickshaw,0
nourishment,leafy vegetable,0
nourishment,milk,0
nourishment,molasses taffy,0
nourishment,morello,0
nourishment,mush,0
nourishment,native peach,0
nourishment,nougat,0
nourishment,nutrient,0
nourishment,nutriment,0
nourishment,nutrition,1
nourishment,okra,0
nourishment,osso buco,0
nourishment,pastry,0
nourishment,peach ice cream,0
nourishment,pepper steak,0
nourishment,peppered steak,0
nourishment,plantain,0
nourishment,plum pudding,0
nourishment,porridge,0
nourishment,pudding,0
nourishment,quandong,0
nourishment,salad,0
nourishment,salad green,0
nourishment,scandinavian lox,0
nourishment,scrumpy,0
nourishment,seafood,0
nourishment,semi-skimmed milk,0
nourishment,smoked salmon,0
nourishment,solid food,0
nourishment,souffle,0
nourishment,sour cherry,0
nourishment,soya bean,0
nourishment,spaghetti,0
nourishment,steak au poivre,0
nourishment,strawberry ice cream,0
nourishment,string cheese,0
nourishment,sustenance,1
nourishment,taffy,0
nourishment,tetrazzini,0
nourishment,trout,0
nourishment,vegetable,0
nourishment,veggie,0
nourishment,victuals,0
nourishment,vino,0
nourishment,witloof,0
nourishment,yoghourt,0
nourishment,yoghurt,0
nourishment,yogurt,0
nutrient,b complex,0
nutrient,b vitamin,0
nutrient,b-complex vitamin,0
nutrient,belgian endive,0
nutrient,cheese,0
nutrient,cherry,0
nutrient,chicory escarole,0
nutrient,citrous fruit,0
nutrient,citrus fruit,0
nutrient,cocoa,0
nutrient,condiment,0
nutrient,cusk,0
nutrient,dairy product,0
nutrient,edible fruit,0
nutrient,fish,0
nutrient,frozen dessert,0
nutrient,greens,0
nutrient,hand cheese,0
nutrient,julienne vegetable,0
nutrient,leafy vegetable,0
nutrient,molasses taffy,0
nutrient,morello,0
nutrient,multivitamin,0
nutrient,multivitamin pill,0
nutrient,native peach,0
nutrient,okra,0
nutrient,peach ice cream,0
nutrient,plantain,0
nutrient,quandong,0
nutrient,smoked salmon,0
nutrient,sour cherry,0
nutrient,soya bean,0
nutrient,strawberry ice cream,0
nutrient,string cheese,0
nutrient,veggie,0
nutrient,vitamin,0
nutrient,vitamin b,0
nutrient,vitamin b complex,0
nutrient,vitamin pill,0
nutrient,water-soluble vitamin,0
nutriment,afters,0
nutriment,alcohol,0
nutriment,alcoholic beverage,0
nutriment,alcoholic drink,0
nutriment,aliment,1
nutriment,alimentary paste,0
nutriment,alimentation,0
nutriment,b complex,0
nutriment,b vitamin,0
nutriment,b-complex vitamin,0
nutriment,baked goods,0
nutriment,bean,0
nutriment,belgian endive,0
nutriment,beverage,0
nutriment,breakfast food,0
nutriment,buttermilk,0
nutriment,candy,0
nutriment,cereal,0
nutriment,charlotte,0
nutriment,charlotte russe,0
nutriment,cheese,0
nutriment,cherry,0
nutriment,chicken salad,0
nutriment,chicory escarole,0
nutriment,christmas pudding,0
nutriment,cider,0
nutriment,citrange,0
nutriment,citrous fruit,0
nutriment,citrus,0
nutriment,citrus fruit,0
nutriment,cocoa,0
nutriment,condiment,0
nutriment,confect,0
nutriment,confection,0
nutriment,cornmeal mush,0
nutriment,cusk,0
nutriment,cyder,0
nutriment,dairy product,0
nutriment,delicacy,0
nutriment,dessert,0
nutriment,dietary supplement,0
nutriment,dish,0
nutriment,drink,0
nutriment,drinking water,0
nutriment,edible bean,0
nutriment,edible fruit,0
nutriment,endive,0
nutriment,escarole,0
nutriment,fare,0
nutriment,fish,0
nutriment,fixings,0
nutriment,flavorer,0
nutriment,flavoring,0
nutriment,flavourer,0
nutriment,flavouring,0
nutriment,food product,0
nutriment,foodstuff,1
nutriment,fortified wine,0
nutriment,french endive,0
nutriment,french pastry,0
nutriment,frozen dessert,0
nutriment,goody,0
nutriment,green,0
nutriment,green goods,0
nutriment,green groceries,0
nutriment,greens,0
nutriment,gumbo,0
nutriment,hand cheese,0
nutriment,hasty pudding,0
nutriment,hot cereal,0
nutriment,ice cream,0
nutriment,icecream,0
nutriment,inebriant,0
nutriment,ingredient,1
nutriment,intoxicant,0
nutriment,julienne,0
nutriment,julienne vegetable,0
nutriment,kickshaw,0
nutriment,leafy vegetable,0
nutriment,legume,0
nutriment,lobster butter,0
nutriment,lox,0
nutriment,madeira,0
nutriment,milk,0
nutriment,molasses taffy,0
nutriment,morello,0
nutriment,multivitamin,0
nutriment,multivitamin pill,0
nutriment,mush,0
nutriment,napoleon,0
nutriment,native peach,0
nutriment,nougat,0
nutriment,nutrient,0
nutriment,okra,0
nutriment,osso buco,0
nutriment,paste,0
nutriment,pastry,0
nutriment,peach ice cream,0
nutriment,pepper steak,0
nutriment,peppered steak,0
nutriment,plantain,0
nutriment,plum pudding,0
nutriment,porridge,0
nutriment,produce,0
nutriment,pudding,0
nutriment,quandang,0
nutriment,quandong,0
nutriment,quantong,0
nutriment,rotgut,0
nutriment,salad,0
nutriment,salad green,0
nutriment,salad greens,0
nutriment,salmon,0
nutriment,saltwater fish,0
nutriment,scandinavian lox,0
nutriment,scrumpy,0
nutriment,seafood,0
nutriment,seasoner,0
nutriment,seasoning,0
nutriment,semi-skimmed milk,0
nutriment,smoked salmon,0
nutriment,solid food,0
nutriment,souffle,0
nutriment,sour cherry,0
nutriment,soy,0
nutriment,soya,0
nutriment,soya bean,0
nutriment,soybean,0
nutriment,spaghetti,0
nutriment,spread,0
nutriment,steak au poivre,0
nutriment,strawberry ice cream,0
nutriment,string cheese,0
nutriment,taffy,0
nutriment,tetrazzini,0
nutriment,treat,0
nutriment,trout,0
nutriment,veg,0
nutriment,vegetable,0
nutriment,veggie,0
nutriment,vino,0
nutriment,vitamin,0
nutriment,vitamin b,0
nutriment,vitamin b complex,0
nutriment,vitamin pill,0
nutriment,water-soluble vitamin,0
nutriment,wine,0
nutriment,witloof,0
nutriment,yoghourt,0
nutriment,yoghurt,0
nutriment,yogurt,0
nutrition,alimentation,1
nutrition,cyder,0
nutrition,diet,0
nutrition,nourishment,1
nutrition,sustenance,1
paste,alimentary paste,0
paste,spaghetti,0
pastry,charlotte russe,0
pastry,french pastry,0
pastry,napoleon,0
pastry,souffle,0
porridge,cornmeal mush,0
porridge,hasty pudding,0
porridge,hot cereal,1
porridge,mush,0
potable,alcoholic beverage,0
potable,alcoholic drink,0
potable,beverage,0
potable,buttermilk,0
potable,cider,0
potable,cyder,0
potable,drinkable,1
potable,drinking water,0
potable,fortified wine,0
potable,intoxicant,0
potable,madeira,0
potable,milk,0
potable,rotgut,0
potable,scrumpy,0
potable,vino,0
potable,wine,0
produce,bean,0
produce,belgian endive,0
produce,cherry,0
produce,chicory escarole,0
produce,citrange,0
produce,citrous fruit,0
produce,citrus,0
produce,citrus fruit,0
produce,edible bean,0
produce,edible fruit,0
produce,endive,0
produce,escarole,0
produce,french endive,0
produce,green,0
produce,green goods,0
produce,green groceries,0
produce,greens,0
produce,julienne vegetable,0
produce,leafy vegetable,0
produce,legume,0
produce,morello,0
produce,native peach,0
produce,okra,0
produce,plantain,0
produce,quandang,0
produce,quandong,0
produce,quantong,0
produce,salad green,0
produce,salad greens,0
produce,sour cherry,0
produce,soy,0
produce,soya,0
produce,soya bean,0
produce,soybean,0
produce,veg,0
produce,vegetable,0
produce,veggie,0
produce,witloof,0
pudding,charlotte,0
pudding,charlotte russe,0
pudding,christmas pudding,0
pudding,cornmeal mush,0
pudding,hasty pudding,0
pudding,mush,0
pudding,plum pudding,0
pudding,souffle,0
salad,chicken salad,0
salad green,belgian endive,0
salad green,chicory escarole,0
salad green,endive,0
salad green,escarole,0
salad green,french endive,0
salad green,witloof,0
salad greens,belgian endive,0
salad greens,chicory escarole,0
salad greens,endive,0
salad greens,escarole,0
salad greens,french endive,0
salad greens,witloof,0
salmon,lox,0
salmon,scandinavian lox,0
salmon,smoked salmon,0
saltwater fish,cusk,0
saltwater fish,scandinavian lox,0
saltwater fish,smoked salmon,0
seafood,cusk,0
seafood,fish,0
seafood,lox,0
seafood,salmon,0
seafood,saltwater fish,0
seafood,scandinavian lox,0
seafood,smoked salmon,0
seafood,trout,0
seasoner,flavoring,0
seasoner,lobster butter,0
seasoning,flavorer,1
seasoning,flavoring,1
seasoning,flavouring,1
seasoning,lobster butter,0
seasoning,seasoner,0
smoked salmon,lox,0
smoked salmon,scandinavian lox,0
solid food,alimentary paste,0
solid food,baked goods,0
solid food,bean,0
solid food,belgian endive,0
solid food,breakfast food,0
solid food,candy,0
solid food,cereal,0
solid food,charlotte,0
solid food,charlotte russe,0
solid food,cheese,0
solid food,cherry,0
solid food,chicken salad,0
solid food,chicory escarole,0
solid food,christmas pudding,0
solid food,citrange,0
solid food,citrous fruit,0
solid food,citrus,0
solid food,citrus fruit,0
solid food,confection,0
solid food,cornmeal mush,0
solid food,dessert,0
solid food,dish,0
solid food,edible bean,0
solid food,edible fruit,0
solid food,endive,0
solid food,escarole,0
solid food,fish,0
solid food,french endive,0
solid food,french pastry,0
solid food,frozen dessert,0
solid food,green,0
solid food,greens,0
solid food,gumbo,0
solid food,hand cheese,0
solid food,hasty pudding,0
solid food,hot cereal,0
solid food,ice cream,0
solid food,icecream,0
solid food,julienne vegetable,0
solid food,leafy vegetable,0
solid food,legume,0
solid food,lox,0
solid food,molasses taffy,0
solid food,morello,0
solid food,mush,0
solid food,napoleon,0
solid food,native peach,0
solid food,nougat,0
solid food,okra,0
solid food,osso buco,0
solid food,paste,0
solid food,pastry,0
solid food,peach ice cream,0
solid food,pepper steak,0
solid food,peppered steak,0
solid food,plantain,0
solid food,plum pudding,0
solid food,porridge,0
solid food,pudding,0
solid food,quandang,0
solid food,quandong,0
solid food,quantong,0
solid food,salad,0
solid food,salad green,0
solid food,salad greens,0
solid food,salmon,0
solid food,saltwater fish,0
solid food,scandinavian lox,0
solid food,seafood,0
solid food,smoked salmon,0
solid food,souffle,0
solid food,sour cherry,0
solid food,soy,0
solid food,soya,0
solid food,soya bean,0
solid food,soybean,0
solid food,spaghetti,0
solid food,spread,0
solid food,steak au poivre,0
solid food,strawberry ice cream,0
solid food,string cheese,0
solid food,taffy,0
solid food,tetrazzini,0
solid food,trout,0
solid food,veg,0
solid food,vegetable,0
solid food,veggie,0
solid food,witloof,0
sour cherry,morello,1
soy,soya,0
soy,soya bean,0
soy,soybean,1
soya,soya bean,0
soya,soybean,1
soybean,soy,1
soybean,soya,1
soybean,soya bean,0
spread,lobster butter,0
steak au poivre,peppered steak,0
sustenance,afters,0
sustenance,alcoholic beverage,0
sustenance,aliment,0
sustenance,alimentary paste,0
sustenance,alimentation,1
sustenance,baked goods,0
sustenance,bean,0
sustenance,belgian endive,0
sustenance,beverage,0
sustenance,breakfast food,0
sustenance,buttermilk,0
sustenance,candy,0
sustenance,cereal,0
sustenance,charlotte russe,0
sustenance,cheese,0
sustenance,cherry,0
sustenance,chicken salad,0
sustenance,chicory escarole,0
sustenance,christmas pudding,0
sustenance,cider,0
sustenance,citrous fruit,0
sustenance,citrus fruit,0
sustenance,cocoa,0
sustenance,condiment,0
sustenance,confect,0
sustenance,confection,0
sustenance,cornmeal mush,0
sustenance,cusk,0
sustenance,cyder,0
sustenance,dairy product,0
sustenance,delicacy,0
sustenance,dessert,0
sustenance,diet,0
sustenance,dietary supplement,0
sustenance,dish,0
sustenance,drinking water,0
sustenance,edible bean,0
sustenance,edible fruit,0
sustenance,endive,0
sustenance,fish,0
sustenance,food product,0
sustenance,foodstuff,0
sustenance,fortified wine,0
sustenance,french pastry,0
sustenance,frozen dessert,0
sustenance,gumbo,0
sustenance,hand cheese,0
sustenance,hasty pudding,0
sustenance,hot cereal,0
sustenance,ice cream,0
sustenance,icecream,0
sustenance,julienne,0
sustenance,julienne vegetable,0
sustenance,kickshaw,0
sustenance,leafy vegetable,0
sustenance,milk,0
sustenance,molasses taffy,0
sustenance,multivitamin pill,0
sustenance,mush,0
sustenance,native peach,0
sustenance,nougat,0
sustenance,nourishment,1
sustenance,nutrient,0
sustenance,nutriment,0
sustenance,nutrition,1
sustenance,okra,0
sustenance,osso buco,0
sustenance,pastry,0
sustenance,peach ice cream,0
sustenance,pepper steak,0
sustenance,peppered steak,0
sustenance,plantain,0
sustenance,plum pudding,0
sustenance,porridge,0
sustenance,pudding,0
sustenance,quandong,0
sustenance,salad,0
sustenance,salad green,0
sustenance,scandinavian lox,0
sustenance,scrumpy,0
sustenance,seafood,0
sustenance,semi-skimmed milk,0
sustenance,smoked salmon,0
sustenance,solid food,0
sustenance,souffle,0
sustenance,sour cherry,0
sustenance,soya bean,0
sustenance,spaghetti,0
sustenance,steak au poivre,0
sustenance,strawberry ice cream,0
sustenance,string cheese,0
sustenance,taffy,0
sustenance,tetrazzini,0
sustenance,trout,0
sustenance,vegetable,0
sustenance,veggie,0
sustenance,victuals,0
sustenance,vino,0
sustenance,witloof,0
sustenance,yoghourt,0
sustenance,yoghurt,0
sustenance,yogurt,0
taffy,molasses taffy,0
treat,candy,0
treat,christmas pudding,0
treat,confect,0
treat,dessert,0
treat,french pastry,0
treat,goody,1
treat,hasty pudding,0
treat,ice cream,0
treat,icecream,0
treat,kickshaw,1
treat,molasses taffy,0
treat,napoleon,0
treat,nougat,0
treat,peach ice cream,0
treat,plum pudding,0
treat,souffle,0
treat,strawberry ice cream,0
veg,bean,0
veg,belgian endive,0
veg,chicory escarole,0
veg,edible bean,0
veg,endive,0
veg,escarole,0
veg,french endive,0
veg,green,0
veg,green groceries,0
veg,greens,0
veg,julienne vegetable,0
veg,leafy vegetable,0
veg,legume,0
veg,okra,0
veg,plantain,0
veg,salad green,0
veg,salad greens,0
veg,soy,0
veg,soya,0
veg,soya bean,0
veg,soybean,0
veg,witloof,0
vegetable,bean,0
vegetable,belgian endive,0
vegetable,chicory escarole,0
vegetable,edible bean,0
vegetable,endive,0
vegetable,escarole,0
vegetable,french endive,0
vegetable,green,0
vegetable,green groceries,0
vegetable,greens,0
vegetable,julienne vegetable,0
vegetable,leafy vegetable,0
vegetable,legume,0
vegetable,okra,0
vegetable,salad green,0
vegetable,salad greens,0
vegetable,soy,0
vegetable,soya,0
vegetable,soya bean,0
vegetable,soybean,0
vegetable,veg,0
vegetable,veggie,1
vegetable,witloof,0
veggie,bean,0
veggie,belgian endive,0
veggie,chicory escarole,0
veggie,edible bean,0
veggie,endive,0
veggie,escarole,0
veggie,french endive,0
veggie,green,0
veggie,green groceries,0
veggie,greens,0
veggie,julienne vegetable,0
veggie,leafy vegetable,0
veggie,legume,0
veggie,okra,0
veggie,salad green,0
veggie,salad greens,0
veggie,soy,0
veggie,soya,0
veggie,soya bean,0
veggie,soybean,0
veggie,veg,0
veggie,vegetable,1
veggie,witloof,0
victuals,afters,0
victuals,alcohol,0
victuals,alcoholic beverage,0
victuals,alcoholic drink,0
victuals,alimentary paste,0
victuals,baked goods,0
victuals,bean,0
victuals,belgian endive,0
victuals,beverage,0
victuals,breakfast food,0
victuals,buttermilk,0
victuals,candy,0
victuals,cereal,0
victuals,charlotte,0
victuals,charlotte russe,0
victuals,cheese,0
victuals,cherry,0
victuals,chicken salad,0
victuals,chicory escarole,0
victuals,christmas pudding,0
victuals,cider,0
victuals,citrange,0
victuals,citrous fruit,0
victuals,citrus,0
victuals,citrus fruit,0
victuals,cocoa,0
victuals,condiment,0
victuals,confect,0
victuals,confection,0
victuals,cornmeal mush,0
victuals,cusk,0
victuals,cyder,0
victuals,dairy product,0
victuals,delicacy,0
victuals,dessert,0
victuals,dish,0
victuals,drink,0
victuals,drinking water,0
victuals,edible bean,0
victuals,edible fruit,0
victuals,endive,0
victuals,escarole,0
victuals,fish,0
victuals,fixings,0
victuals,food product,1
victuals,foodstuff,1
victuals,fortified wine,0
victuals,french endive,0
victuals,french pastry,0
victuals,frozen dessert,0
victuals,goody,0
victuals,green,0
victuals,green goods,0
victuals,green groceries,0
victuals,greens,0
victuals,gumbo,0
victuals,hand cheese,0
victuals,hasty pudding,0
victuals,hot cereal,0
victuals,ice cream,0
victuals,icecream,0
victuals,inebriant,0
victuals,intoxicant,0
victuals,julienne,0
victuals,julienne vegetable,0
victuals,kickshaw,0
victuals,leafy vegetable,0
victuals,legume,0
victuals,lobster butter,0
victuals,lox,0
victuals,madeira,0
victuals,milk,0
victuals,molasses taffy,0
victuals,morello,0
victuals,mush,0
victuals,napoleon,0
victuals,native peach,0
victuals,nougat,0
victuals,nutriment,0
victuals,okra,0
victuals,osso buco,0
victuals,paste,0
victuals,pastry,0
victuals,peach ice cream,0
victuals,pepper steak,0
victuals,peppered steak,0
victuals,plantain,0
victuals,plum pudding,0
victuals,porridge,0
victuals,produce,0
victuals,pudding,0
victuals,quandang,0
victuals,quandong,0
victuals,quantong,0
victuals,rotgut,0
victuals,salad,0
victuals,salad green,0
victuals,salad greens,0
victuals,salmon,0
victuals,saltwater fish,0
victuals,scandinavian lox,0
victuals,scrumpy,0
victuals,seafood,0
victuals,semi-skimmed milk,0
victuals,smoked salmon,0
victuals,solid food,0
victuals,souffle,0
victuals,sour cherry,0
victuals,soy,0
victuals,soya,0
victuals,soya bean,0
victuals,soybean,0
victuals,spaghetti,0
victuals,spread,0
victuals,steak au poivre,0
victuals,strawberry ice cream,0
victuals,string cheese,0
victuals,taffy,0
victuals,tetrazzini,0
victuals,treat,0
victuals,trout,0
victuals,veg,0
victuals,vegetable,0
victuals,veggie,0
victuals,vino,0
victuals,wine,0
victuals,witloof,0
victuals,yoghourt,0
victuals,yoghurt,0
victuals,yogurt,0
vino,fortified wine,0
vino,madeira,0
vitamin,b complex,0
vitamin,b vitamin,0
vitamin,b-complex vitamin,0
vitamin,multivitamin,0
vitamin,multivitamin pill,0
vitamin,vitamin b,0
vitamin,vitamin b complex,0
vitamin,water-soluble vitamin,0
vitamin b,b complex,0
vitamin b,b vitamin,1
vitamin b,b-complex vitamin,0
vitamin b,vitamin b complex,0
vitamin b complex,b complex,1
vitamin pill,multivitamin pill,0
water-soluble vitamin,b complex,0
water-soluble vitamin,b vitamin,0
water-soluble vitamin,b-complex vitamin,0
water-soluble vitamin,vitamin b,0
water-soluble vitamin,vitamin b complex,0
wine,fortified wine,0
wine,madeira,0
wine,vino,0
yoghourt,yoghurt,1
yoghourt,yogurt,1
yoghurt,yoghourt,1
yoghurt,yogurt,1
yogurt,yoghourt,1
yogurt,yoghurt,1
